Id,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Mileage_Type_km/kg,Mileage_Type_kmpl,Transmission_Automatic,Transmission_Manual
2257,2016,121362,13.68,2393.0,147.8,7.0,16.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2258,2013,78000,18.48,1995.0,177.0,5.0,19.5,0,1,0,0,0,1,0,0,0,0,1,1,0
2259,2015,59000,13.01,2199.0,194.3,7.0,21.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2260,2012,95000,22.48,1995.0,190.0,5.0,17.5,0,1,0,0,0,0,0,1,0,0,1,1,0
2261,2010,84000,17.8,1399.0,68.0,5.0,2.41,0,1,0,0,0,0,0,1,0,0,1,0,1
2263,2014,64557,12.7,2179.0,187.7,5.0,29.93,0,1,0,0,0,0,0,1,0,0,1,1,0
2265,2009,68078,19.7,796.0,46.3,5.0,1.02,0,0,0,0,1,1,0,0,0,0,1,0,1
2266,2009,149706,11.5,2982.0,171.0,7.0,11.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2268,2013,25984,15.8,1499.0,110.0,5.0,5.35,0,0,0,0,1,1,0,0,0,0,1,0,1
2269,2017,15544,21.4,1197.0,83.1,5.0,5.65,0,0,0,0,1,1,0,0,0,0,1,0,1
2270,2015,34000,23.8,1998.0,112.0,5.0,22.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2271,2013,24000,17.01,1591.0,121.4,5.0,5.95,0,0,0,0,1,1,0,0,0,0,1,1,0
2272,2011,95000,20.0,1399.0,68.0,5.0,2.35,0,1,0,0,0,0,0,0,1,0,1,0,1
2273,2014,52000,25.8,1498.0,98.6,5.0,4.1,0,1,0,0,0,0,0,1,0,0,1,0,1
2274,2012,135000,19.01,1461.0,108.45,5.0,5.4,0,1,0,0,0,1,0,0,0,0,1,0,1
2275,2017,39000,23.0,1498.0,98.96,5.0,8.45,0,1,0,0,0,1,0,0,0,0,1,0,1
2276,2013,45306,11.2,2993.0,241.0,4.0,42.5,0,1,0,0,0,0,0,1,0,0,1,1,0
2277,2010,140000,14.24,2755.0,174.5,7.0,10.75,0,1,0,0,0,1,0,0,0,0,1,0,1
2278,2010,55000,13.45,1086.0,62.1,5.0,1.65,0,0,0,1,0,0,0,1,0,1,0,0,1
2279,2015,67415,11.18,2696.0,184.0,7.0,11.03,0,1,0,0,0,1,0,0,0,0,1,1,0
2280,2016,25562,23.1,998.0,67.04,5.0,3.5,0,0,0,0,1,1,0,0,0,0,1,0,1
2281,2016,30292,18.6,1197.0,81.83,5.0,6.3,0,0,0,0,1,1,0,0,0,0,1,0,1
2282,2014,84056,18.88,999.0,123.24,5.0,6.75,0,0,0,0,1,1,0,0,0,0,1,0,1
2283,2017,62691,26.21,1248.0,88.5,5.0,7.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2284,2013,87000,17.11,1968.0,174.33,5.0,15.5,0,1,0,0,0,1,0,0,0,0,1,1,0
2285,2015,52513,18.0,1198.0,86.7,5.0,4.65,0,0,0,0,1,1,0,0,0,0,1,0,1
2286,2016,43983,15.63,1499.0,110.4,5.0,7.58,0,0,0,0,1,1,0,0,0,0,1,1,0
2287,2013,90121,20.92,998.0,67.1,5.0,2.2,0,0,0,0,1,1,0,0,0,0,1,0,1
2288,2011,50000,16.77,2967.0,241.38,5.0,21.0,0,1,0,0,0,0,0,0,1,0,1,1,0
2289,2011,42500,18.33,1968.0,167.7,5.0,5.25,0,1,0,0,0,1,0,0,0,0,1,1,0
2290,2016,62192,28.4,1248.0,74.0,5.0,5.22,0,1,0,0,0,1,0,0,0,0,1,0,1
2291,2011,128000,19.2,1461.0,65.0,5.0,2.0,0,1,0,0,0,0,0,0,1,0,1,0,1
2292,2018,38394,21.56,1462.0,103.25,5.0,9.18,0,0,0,0,1,1,0,0,0,0,1,0,1
2293,2013,37287,26.0,624.0,35.0,4.0,1.74,0,0,0,0,1,1,0,0,0,0,1,0,1
2294,2011,60000,16.8,1497.0,118.0,5.0,4.45,0,0,0,0,1,1,0,0,0,0,1,1,0
2295,2017,39419,18.16,1196.0,86.8,5.0,4.95,0,0,0,0,1,1,0,0,0,0,1,0,1
2296,2014,55000,22.54,1396.0,88.73,5.0,5.64,0,1,0,0,0,1,0,0,0,0,1,0,1
2297,2016,7000,18.88,1499.0,110.4,5.0,6.9,0,0,0,0,1,1,0,0,0,0,1,0,1
2298,2011,85000,16.55,1968.0,147.51,5.0,13.95,0,1,0,0,0,1,0,0,0,0,1,1,0
2299,2013,51000,20.58,1995.0,143.0,5.0,17.0,0,1,0,0,0,0,0,1,0,0,1,1,0
2300,2012,90000,13.93,2179.0,138.03,7.0,4.6,0,1,0,0,0,0,0,1,0,0,1,0,1
2301,2010,105000,12.05,2179.0,120.0,8.0,5.21,0,1,0,0,0,0,0,1,0,0,1,0,1
2302,2017,36458,15.29,1591.0,121.3,5.0,12.34,0,0,0,0,1,1,0,0,0,0,1,0,1
2303,2006,109000,16.9,1497.0,100.0,5.0,1.5,0,0,0,0,1,1,0,0,0,0,1,0,1
2304,2015,49000,17.05,1995.0,184.0,5.0,22.99,0,1,0,0,0,1,0,0,0,0,1,1,0
2306,2010,45000,14.7,2993.0,241.4,6.0,40.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2307,2008,68000,19.7,796.0,46.3,5.0,1.2,0,0,0,0,1,0,0,0,1,0,1,0,1
2308,2011,54000,19.2,1197.0,80.0,5.0,2.9,0,0,0,0,1,1,0,0,0,0,1,1,0
2309,2016,28000,14.62,1999.0,149.92,5.0,13.9,0,0,0,0,1,1,0,0,0,0,1,1,0
2310,2016,38500,28.09,1248.0,88.5,5.0,7.85,0,1,0,0,0,0,0,1,0,0,1,0,1
2311,2016,17738,15.3,2993.0,258.0,5.0,54.45,0,1,0,0,0,1,0,0,0,0,1,1,0
2312,2012,67132,13.58,2499.0,78.0,9.0,4.75,0,1,0,0,0,1,0,0,0,0,1,0,1
2313,2011,47000,20.64,1498.0,108.5,5.0,3.25,0,1,0,0,0,1,0,0,0,0,1,0,1
2314,2015,28005,17.8,1497.0,117.3,5.0,7.1,0,0,0,0,1,1,0,0,0,0,1,0,1
2315,2017,13000,20.4,1197.0,81.8,5.0,4.65,0,0,0,0,1,1,0,0,0,0,1,0,1
2316,2012,67000,19.33,1968.0,138.1,5.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2317,2015,50000,18.6,1197.0,81.83,5.0,4.95,0,0,0,0,1,1,0,0,0,0,1,0,1
2318,2014,55000,15.1,2179.0,140.0,7.0,9.8,0,1,0,0,0,1,0,0,0,0,1,0,1
2319,2019,9312,18.0,2987.0,258.0,5.0,78.8,0,1,0,0,0,1,0,0,0,0,1,1,0
2320,2015,30458,23.1,998.0,67.04,5.0,2.99,0,0,0,0,1,1,0,0,0,0,1,0,1
2321,2014,46000,15.04,1598.0,103.2,5.0,4.45,0,0,0,0,1,1,0,0,0,0,1,0,1
2322,2011,50000,23.9,624.0,37.48,4.0,0.75,0,0,0,0,1,0,0,1,0,0,1,0,1
2323,2016,36676,25.0,1197.0,81.86,5.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1
2324,2014,72563,22.77,1498.0,98.59,5.0,5.0,0,1,0,0,0,0,0,1,0,0,1,0,1
2326,2015,58239,14.62,1999.0,149.92,5.0,9.69,0,0,0,0,1,1,0,0,0,0,1,1,0
2327,2015,57934,18.2,1248.0,73.74,8.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2328,2017,6500000,15.97,2993.0,258.0,5.0,65.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2329,2015,63000,20.14,1498.0,88.8,5.0,5.11,0,1,0,0,0,1,0,0,0,0,1,0,1
2330,2012,27014,16.25,1198.0,75.0,5.0,2.19,0,0,0,0,1,1,0,0,0,0,1,0,1
2331,2012,90906,20.54,1598.0,103.6,5.0,4.25,0,1,0,0,0,1,0,0,0,0,1,0,1
2332,2013,61202,11.18,2696.0,184.0,7.0,14.5,0,1,0,0,0,1,0,0,0,0,1,1,0
2333,2014,51000,19.87,1461.0,83.14,5.0,5.65,0,1,0,0,0,1,0,0,0,0,1,0,1
2334,2016,88008,12.9,2755.0,174.5,7.0,22.5,0,1,0,0,0,0,0,1,0,0,1,1,0
2336,2004,160000,11.3,1794.0,125.0,5.0,1.5,0,0,0,0,1,0,0,1,0,0,1,1,0
2337,2012,42591,20.36,1197.0,78.9,5.0,3.2,0,0,0,0,1,1,0,0,0,0,1,0,1
2338,2012,67000,23.0,1396.0,90.0,5.0,4.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2339,2014,48000,25.8,1498.0,98.6,5.0,4.5,0,1,0,0,0,0,0,1,0,0,1,0,1
2340,2014,97000,22.32,1582.0,126.32,5.0,8.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2341,2018,10000,17.9,2143.0,136.0,5.0,28.9,0,1,0,0,0,1,0,0,0,0,1,1,0
2342,2015,56900,20.14,1498.0,88.8,5.0,4.1,0,1,0,0,0,1,0,0,0,0,1,0,1
2344,2017,36152,21.4,1197.0,83.1,5.0,7.22,0,0,0,0,1,1,0,0,0,0,1,1,0
2345,2014,85512,22.9,1248.0,74.0,5.0,5.8,0,1,0,0,0,1,0,0,0,0,1,0,1
2346,2013,234000,14.0,2489.0,95.0,8.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0,1
2347,2013,36000,22.7,1498.0,89.84,5.0,6.35,0,1,0,0,0,0,0,1,0,0,1,0,1
2348,2015,36096,15.1,2179.0,140.0,7.0,8.85,0,1,0,0,0,1,0,0,0,0,1,0,1
2349,2010,111111,18.6,1199.0,79.4,5.0,2.0,0,0,0,0,1,0,0,1,0,0,1,0,1
2350,2012,73000,17.01,1591.0,121.3,5.0,5.5,0,0,0,0,1,1,0,0,0,0,1,0,1
2351,2014,44300,18.9,1197.0,82.0,5.0,2.3,0,0,0,0,1,0,0,1,0,0,1,0,1
2352,2014,74500,19.01,1461.0,108.45,5.0,7.95,0,1,0,0,0,1,0,0,0,0,1,0,1
2353,2016,21495,19.1,1197.0,81.86,5.0,6.16,0,0,0,0,1,1,0,0,0,0,1,0,1
2354,2012,59000,20.36,1197.0,78.9,5.0,2.85,0,0,0,0,1,1,0,0,0,0,1,0,1
2355,2016,23000,13.7,1991.0,183.0,5.0,25.0,0,0,0,0,1,1,0,0,0,0,1,1,0
2356,2008,50135,15.8,2148.0,170.0,5.0,10.36,0,1,0,0,0,1,0,0,0,0,1,0,1
2357,2016,25000,15.04,1991.0,183.0,5.0,26.0,0,0,0,0,1,1,0,0,0,0,1,1,0
2358,2013,47000,22.32,1582.0,126.32,5.0,4.35,0,1,0,0,0,1,0,0,0,0,1,0,1
2359,2016,150000,14.95,2489.0,93.7,9.0,4.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2360,2015,53503,26.59,1248.0,74.0,5.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2361,2014,47003,20.36,1197.0,78.9,5.0,3.67,0,0,0,0,1,1,0,0,0,0,1,0,1
2362,2014,80000,14.0,2179.0,138.1,7.0,6.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2363,2018,20492,18.9,1197.0,82.0,5.0,6.34,0,0,0,0,1,1,0,0,0,0,1,0,1
2364,2012,17000,16.82,1998.0,189.08,4.0,22.0,0,0,0,0,1,0,0,1,0,0,1,1,0
2365,2006,79000,13.4,1794.0,125.0,5.0,1.67,0,0,0,0,1,0,0,1,0,0,1,0,1
2366,2014,27000,14.28,1798.0,138.03,5.0,7.95,0,0,0,0,1,1,0,0,0,0,1,0,1
2367,2018,28786,10.4,2393.0,163.5,5.0,9.74,0,0,0,0,1,1,0,0,0,0,1,0,1
2368,2011,143354,16.0,1997.0,140.0,7.0,6.0,0,1,0,0,0,0,0,1,0,0,1,0,1
2370,2013,21000,17.44,1998.0,189.08,4.0,21.5,0,0,0,0,1,1,0,0,0,0,1,1,0
2371,2014,29202,33.54,998.0,67.04,5.0,3.9,1,0,0,0,0,1,0,0,0,1,0,0,1
2372,2009,73000,21.1,1248.0,73.9,5.0,2.35,0,1,0,0,0,0,0,1,0,0,1,0,1
2373,2012,74000,22.07,1199.0,73.9,5.0,2.65,0,1,0,0,0,0,0,1,0,0,1,0,1
2374,2011,65423,20.36,1197.0,78.9,5.0,3.16,0,0,0,0,1,1,0,0,0,0,1,0,1
2375,2009,65000,19.0,998.0,66.1,5.0,2.05,0,0,0,0,1,0,0,1,0,0,1,0,1
2376,2013,83875,26.6,998.0,58.16,5.0,2.95,1,0,0,0,0,0,0,1,0,1,0,0,1
2377,2014,55277,20.51,998.0,67.04,5.0,3.9,0,0,0,0,1,1,0,0,0,0,1,0,1
2378,2017,50808,24.2,1498.0,98.6,7.0,6.68,0,1,0,0,0,0,0,1,0,0,1,0,1
2379,2017,52000,21.1,814.0,55.2,5.0,3.5,0,0,0,0,1,0,0,1,0,0,1,0,1
2380,2017,32000,14.84,1598.0,103.52,5.0,8.11,0,0,0,0,1,1,0,0,0,0,1,1,0
2381,2017,25000,28.09,1248.0,88.5,5.0,8.3,0,1,0,0,0,1,0,0,0,0,1,0,1
2382,2016,23218,15.26,2143.0,203.2,5.0,45.61,0,1,0,0,0,1,0,0,0,0,1,1,0
2383,2010,84000,20.0,1968.0,138.1,5.0,4.45,0,1,0,0,0,1,0,0,0,0,1,1,0
2384,2017,40000,24.3,1248.0,88.5,5.0,7.85,0,1,0,0,0,1,0,0,0,0,1,0,1
2385,2011,17000,13.45,1086.0,62.1,5.0,3.1,0,0,0,1,0,1,0,0,0,1,0,0,1
2386,2014,25135,24.0,1120.0,70.0,5.0,3.75,0,1,0,0,0,1,0,0,0,0,1,0,1
2387,2017,65000,25.47,1248.0,88.5,7.0,7.65,0,1,0,0,0,1,0,0,0,0,1,0,1
2388,2013,40000,17.0,1197.0,80.0,5.0,4.9,0,0,0,0,1,1,0,0,0,0,1,0,1
2389,2018,24500,16.0,2179.0,140.0,7.0,16.52,0,1,0,0,0,1,0,0,0,0,1,1,0
2390,2016,56674,13.7,1798.0,157.75,5.0,14.05,0,0,0,0,1,1,0,0,0,0,1,1,0
2391,2016,51950,20.73,1373.0,91.1,5.0,6.75,0,0,0,0,1,1,0,0,0,0,1,0,1
2392,2016,51000,19.67,1582.0,126.2,5.0,9.2,0,1,0,0,0,1,0,0,0,0,1,0,1
2394,2008,114750,17.0,1497.0,118.0,5.0,2.75,0,0,0,0,1,0,0,1,0,0,1,0,1
2395,2016,107890,13.5,2198.0,157.7,7.0,20.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2396,2012,64000,21.9,1396.0,90.0,5.0,4.25,0,1,0,0,0,1,0,0,0,0,1,0,1
2397,2016,21460,17.0,1497.0,121.36,5.0,6.0,0,0,0,0,1,1,0,0,0,0,1,0,1
2398,2015,29634,17.0,1197.0,80.0,5.0,6.0,0,0,0,0,1,0,0,1,0,0,1,0,1
2399,2008,52000,16.1,1298.0,88.2,5.0,2.41,0,0,0,0,1,1,0,0,0,0,1,0,1
2400,2015,33000,19.0,1199.0,88.7,5.0,7.25,0,0,0,0,1,1,0,0,0,0,1,1,0
2401,2014,89230,11.1,2400.0,200.0,7.0,23.65,0,1,0,0,0,1,0,0,0,0,1,0,1
2402,2016,27000,21.4,1197.0,83.1,5.0,6.5,0,0,0,0,1,1,0,0,0,0,1,0,1
2403,2017,72524,17.9,2143.0,136.0,5.0,18.06,0,1,0,0,0,0,0,1,0,0,1,1,0
2404,2016,73000,25.17,799.0,53.3,5.0,3.2,0,0,0,0,1,1,0,0,0,0,1,0,1
2405,2017,21740,18.16,1196.0,86.8,5.0,6.42,0,0,0,0,1,1,0,0,0,0,1,0,1
2406,2015,59000,13.0,2982.0,168.5,7.0,23.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2407,2013,83432,17.0,1497.0,118.0,5.0,5.9,0,0,0,0,1,1,0,0,0,0,1,0,1
2408,2014,87200,15.4,2523.0,75.0,7.0,7.75,0,1,0,0,0,1,0,0,0,0,1,0,1
2409,2012,88000,13.2,1995.0,170.0,5.0,15.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2410,2017,48324,24.3,1248.0,88.5,5.0,9.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2411,2011,51000,11.74,1796.0,186.0,5.0,11.5,0,0,0,0,1,1,0,0,0,0,1,1,0
2412,2012,24000,17.01,1591.0,121.3,5.0,6.2,0,0,0,0,1,0,0,1,0,0,1,0,1
2413,2017,20773,24.0,1186.0,73.97,5.0,5.92,0,1,0,0,0,1,0,0,0,0,1,0,1
2414,2016,22000,20.14,1498.0,88.0,5.0,6.29,0,1,0,0,0,1,0,0,0,0,1,0,1
2415,2014,66355,18.0,1198.0,86.7,5.0,4.12,0,0,0,0,1,1,0,0,0,0,1,0,1
2416,2007,115800,10.1,2354.0,152.0,5.0,3.8,0,0,0,0,1,0,0,0,1,0,1,1,0
2417,2014,41125,17.92,1086.0,62.1,5.0,2.7,0,0,0,0,1,1,0,0,0,0,1,0,1
2418,2017,43812,15.0,2143.0,107.3,5.0,20.28,0,1,0,0,0,1,0,0,0,0,1,1,0
2419,2014,69876,18.0,1198.0,86.7,5.0,3.9,0,0,0,0,1,1,0,0,0,0,1,0,1
2420,2014,102000,12.55,2982.0,168.5,7.0,16.5,0,1,0,0,0,0,0,1,0,0,1,1,0
2421,2011,68000,17.01,1591.0,121.3,5.0,3.7,0,0,0,0,1,1,0,0,0,0,1,0,1
2422,2016,12000,10.5,2993.0,271.23,4.0,79.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2423,2013,25000,22.69,1995.0,190.0,5.0,17.99,0,1,0,0,0,1,0,0,0,0,1,1,0
2424,2013,51873,21.9,1396.0,88.76,5.0,3.9,0,1,0,0,0,1,0,0,0,0,1,0,1
2425,2012,72500,18.5,1399.0,68.0,5.0,3.12,0,1,0,0,0,1,0,0,0,0,1,0,1
2426,2007,83000,14.0,1061.0,64.0,5.0,1.65,0,0,0,0,1,1,0,0,0,0,1,0,1
2427,2015,39871,19.1,1197.0,81.86,5.0,3.5,0,0,0,0,1,1,0,0,0,0,1,0,1
2428,2015,82000,14.02,2179.0,118.3,7.0,4.85,0,1,0,0,0,0,0,1,0,0,1,0,1
2429,2018,23152,19.27,2143.0,167.62,5.0,39.22,0,1,0,0,0,1,0,0,0,0,1,1,0
2430,2007,71600,20.36,1197.0,78.9,5.0,2.0,0,0,0,0,1,0,0,1,0,0,1,0,1
2431,2010,122000,11.5,2982.0,171.0,7.0,10.45,0,1,0,0,0,0,0,1,0,0,1,0,1
2432,2016,29277,19.16,2494.0,158.2,5.0,27.0,0,0,0,0,1,1,0,0,0,0,1,1,0
2433,2011,60000,20.0,1399.0,68.0,5.0,2.25,0,1,0,0,0,1,0,0,0,0,1,0,1
2434,2014,42000,19.1,1197.0,81.86,5.0,3.45,0,0,0,0,1,1,0,0,0,0,1,0,1
2435,2016,61823,18.6,1197.0,81.83,5.0,6.14,0,0,0,0,1,1,0,0,0,0,1,0,1
2436,2012,53000,19.2,1086.0,68.05,5.0,2.85,0,0,0,1,0,0,0,1,0,1,0,0,1
2437,2015,75000,24.6,1193.0,55.23,5.0,3.25,1,0,0,0,0,1,0,0,0,1,0,0,1
2438,2011,110000,28.4,1248.0,73.75,5.0,4.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2439,2010,38446,17.0,1497.0,118.0,5.0,2.59,0,0,0,0,1,1,0,0,0,0,1,0,1
2440,2017,33000,27.39,1248.0,74.0,5.0,6.96,0,1,0,0,0,1,0,0,0,0,1,0,1
2442,2016,70000,21.1,814.0,55.2,5.0,3.0,0,0,0,0,1,1,0,0,0,0,1,0,1
2443,2012,68038,20.14,1498.0,88.0,5.0,3.6,0,1,0,0,0,1,0,0,0,0,1,0,1
2444,2014,55012,25.44,936.0,57.6,5.0,3.7,0,1,0,0,0,0,0,1,0,0,1,0,1
2445,2013,55000,22.48,1995.0,190.0,5.0,21.75,0,1,0,0,0,1,0,0,0,0,1,1,0
2446,2017,25000,17.9,2143.0,170.0,5.0,45.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2447,2011,46808,24.07,998.0,67.1,5.0,3.19,0,0,0,0,1,0,0,1,0,0,1,0,1
2448,2015,65743,20.14,1197.0,81.86,5.0,6.2,0,0,0,0,1,1,0,0,0,0,1,0,1
2449,2013,64466,19.81,1086.0,68.05,5.0,3.96,0,0,0,0,1,1,0,0,0,0,1,0,1
2451,2016,80000,23.4,1248.0,74.0,5.0,4.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2452,2017,69000,25.4,1186.0,73.97,5.0,3.55,0,1,0,0,0,1,0,0,0,0,1,0,1
2453,2014,79200,22.71,1461.0,84.8,5.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2454,2016,29477,15.8,1591.0,121.3,5.0,10.25,0,0,0,0,1,1,0,0,0,0,1,0,1
2455,2017,40000,12.9,2755.0,174.5,7.0,30.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2456,2014,25000,18.5,1197.0,85.8,5.0,3.5,0,0,0,0,1,0,0,1,0,0,1,0,1
2457,2014,67668,23.08,1461.0,63.12,5.0,3.1,0,1,0,0,0,1,0,0,0,0,1,0,1
2458,2010,78000,17.5,1198.0,75.0,5.0,3.25,0,0,0,0,1,1,0,0,0,0,1,0,1
2459,2017,30000,23.0,1498.0,98.96,5.0,8.99,0,1,0,0,0,1,0,0,0,0,1,0,1
2460,2015,70623,15.04,1598.0,103.6,5.0,3.99,0,0,0,0,1,1,0,0,0,0,1,0,1
2461,2015,54000,19.01,1461.0,108.5,5.0,6.0,0,1,0,0,0,0,0,1,0,0,1,0,1
2462,2015,48000,15.73,1968.0,174.33,5.0,18.25,0,1,0,0,0,1,0,0,0,0,1,1,0
2463,2012,62000,12.99,2494.0,100.0,7.0,7.75,0,1,0,0,0,1,0,0,0,0,1,0,1
2464,2017,47000,17.57,1193.0,88.7,5.0,4.5,0,0,0,0,1,0,0,1,0,0,1,0,1
2465,2014,171000,11.5,2982.0,171.0,7.0,16.75,0,1,0,0,0,1,0,0,0,0,1,0,1
2466,2012,108000,16.09,1995.0,184.0,5.0,17.5,0,1,0,0,0,1,0,0,0,0,1,1,0
2467,2016,41000,22.7,1598.0,118.0,5.0,7.7,0,1,0,0,0,1,0,0,0,0,1,0,1
2468,2012,66000,17.0,1497.0,118.0,5.0,4.45,0,0,0,0,1,0,0,1,0,0,1,0,1
2469,2015,144000,26.59,1248.0,74.0,5.0,5.25,0,1,0,0,0,1,0,0,0,0,1,0,1
2470,2017,23806,22.69,1995.0,190.0,5.0,33.66,0,1,0,0,0,1,0,0,0,0,1,1,0
2471,2013,89000,19.34,1198.0,76.0,5.0,2.8,0,0,0,0,1,0,0,1,0,0,1,1,0
2472,2018,38852,21.4,1197.0,83.1,5.0,8.47,0,0,0,0,1,1,0,0,0,0,1,1,0
2473,2018,68737,26.21,1248.0,88.5,5.0,9.32,0,1,0,0,0,1,0,0,0,0,1,0,1
2474,2017,23106,17.9,2143.0,136.0,5.0,27.43,0,1,0,0,0,1,0,0,0,0,1,1,0
2475,2015,31250,24.5,1498.0,98.6,7.0,6.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2476,2014,77795,12.99,2494.0,100.6,8.0,9.5,0,1,0,0,0,1,0,0,0,0,1,0,1
2477,2015,47759,14.74,2993.0,270.9,5.0,31.8,0,1,0,0,0,1,0,0,0,0,1,1,0
2478,2013,67620,17.6,1496.0,88.8,5.0,4.2,0,0,0,0,1,0,0,1,0,0,1,0,1
2479,2013,44378,25.44,936.0,57.6,5.0,3.85,0,1,0,0,0,1,0,0,0,0,1,0,1
2480,2012,64709,12.8,2354.0,177.6,5.0,6.0,0,0,0,0,1,0,0,1,0,0,1,0,1
2481,2007,76161,19.7,796.0,46.3,5.0,1.65,0,0,0,0,1,1,0,0,0,0,1,0,1
2482,2013,58410,19.3,1968.0,141.0,5.0,14.5,0,1,0,0,0,1,0,0,0,0,1,1,0
2483,2011,72000,12.8,2494.0,102.0,7.0,7.1,0,1,0,0,0,1,0,0,0,0,1,0,1
2484,2016,11000,17.11,1968.0,174.33,5.0,28.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2485,2017,45362,24.3,1248.0,88.5,5.0,9.38,0,1,0,0,0,1,0,0,0,0,1,0,1
2486,2016,59767,18.9,1197.0,82.0,5.0,4.78,0,0,0,0,1,1,0,0,0,0,1,0,1
2487,2003,70000,13.4,1794.0,125.0,5.0,1.7,0,0,0,0,1,0,0,1,0,0,1,0,1
2488,2019,14233,17.6,2179.0,153.86,7.0,17.85,0,1,0,0,0,1,0,0,0,0,1,1,0
2489,2010,72000,17.0,1197.0,80.0,5.0,2.75,0,0,0,0,1,0,0,1,0,0,1,0,1
2490,2014,11000,17.01,1591.0,121.3,5.0,5.95,0,0,0,0,1,1,0,0,0,0,1,0,1
2491,2011,39000,14.0,796.0,35.0,5.0,1.5,0,0,0,0,1,1,0,0,0,0,1,0,1
2492,2019,19855,24.7,796.0,47.3,5.0,3.8,0,0,0,0,1,1,0,0,0,0,1,0,1
2493,2017,20149,19.27,2143.0,167.62,5.0,38.5,0,1,0,0,0,1,0,0,0,0,1,1,0
2494,2011,70000,19.81,1086.0,68.05,5.0,2.15,0,0,0,0,1,1,0,0,0,0,1,0,1
2495,2010,62004,14.67,1798.0,177.46,5.0,3.75,0,0,0,0,1,0,0,1,0,0,1,1,0
2496,2016,25500,21.5,1498.0,108.5,5.0,8.95,0,1,0,0,0,1,0,0,0,0,1,1,0
2498,2010,61700,14.8,1799.0,130.2,5.0,2.95,0,0,0,0,1,1,0,0,0,0,1,0,1
2499,2010,59660,12.05,1995.0,154.0,5.0,10.49,0,0,0,0,1,1,0,0,0,0,1,1,0
2500,2007,69775,17.92,1086.0,62.1,5.0,1.85,0,0,0,0,1,0,0,1,0,0,1,0,1
2502,2009,88000,11.1,2354.0,142.0,5.0,5.25,0,0,0,0,1,1,0,0,0,0,1,1,0
2503,2014,47052,20.77,1248.0,88.76,7.0,5.99,0,1,0,0,0,1,0,0,0,0,1,0,1
2504,2015,69749,18.6,1388.0,67.0,5.0,3.82,0,1,0,0,0,1,0,0,0,0,1,0,1
2505,2012,79000,12.07,2967.0,241.4,7.0,39.0,0,1,0,0,0,1,0,0,0,0,1,1,0
2506,2016,39644,17.11,1968.0,174.33,5.0,25.75,0,1,0,0,0,1,0,0,0,0,1,1,0
2507,2012,137800,22.3,1248.0,74.0,5.0,2.2,0,1,0,0,0,1,0,0,0,0,1,0,1
2508,2008,120000,18.1,1493.0,110.0,5.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,1
2509,2018,11000,16.1,1950.0,194.0,5.0,56.5,0,1,0,0,0,1,0,0,0,0,1,1,0
2510,2014,18600,22.69,1995.0,190.0,5.0,21.0,0,1,0,0,0,0,0,1,0,0,1,1,0
2511,2014,116905,24.0,1120.0,70.0,5.0,4.0,0,1,0,0,0,1,0,0,0,0,1,0,1
2512,2011,32824,16.95,1197.0,78.9,5.0,3.83,0,0,0,0,1,1,0,0,0,0,1,1,0
2513,2016,19148,16.1,1197.0,85.0,5.0,5.89,0,0,0,0,1,1,0,0,0,0,1,0,1
2514,2010,35008,17.92,1086.0,62.1,5.0,1.36,0,0,0,0,1,1,0,0,0,0,1,0,1
2515,2013,21000,17.54,2993.0,313.0,4.0,44.0,0,1,0,0,0,0,0,1,0,0,1,1,0
2516,2014,53000,22.1,1586.0,85.7,5.0,3.26,1,0,0,0,0,1,0,0,0,1,0,0,1
